pcode,name,storm_id,pcpout_mm,rain_geotiff_mm,diff_mm,diff_pct
BB02,Saint Andrew,sample_0026,50.71,56.1,5.39,10.63
BB02,Saint Andrew,sample_0027,58.59,63.02,4.43,7.57
BB02,Saint Andrew,sample_0028,53.49,60.39,6.9,12.91
BB02,Saint Andrew,sample_0029,0.0,0.03,0.03,
BB02,Saint Andrew,sample_0030,79.63,86.9,7.28,9.14
BB02,Saint Andrew,sample_0031,100.55,102.38,1.84,1.83
BB02,Saint Andrew,sample_0032,81.26,87.29,6.03,7.42
BB02,Saint Andrew,sample_0033,76.72,78.37,1.65,2.15
BB02,Saint Andrew,sample_0034,153.9,158.2,4.3,2.79
BB02,Saint Andrew,sample_0035,78.87,79.29,0.42,0.53
BB02,Saint Andrew,sample_0036,120.73,122.17,1.44,1.19
BB02,Saint Andrew,sample_0037,125.52,129.45,3.93,3.13
BB02,Saint Andrew,sample_0038,96.93,105.06,8.13,8.39
BB02,Saint Andrew,sample_0039,61.61,65.38,3.78,6.13
